4-4;13:54:14;21.03;48.46;0.00;0.00;0;36070.00;0.00;0.00;0.00;0
4-4;13:54:17;21.05;48.39;0.00;0.00;0;36070.00;0.00;0.00;0.00;0
4-4;13:54:20;21.04;48.78;0.00;0.00;0;36070.00;0.00;0.00;0.00;0
4-4;13:54:23;21.05;48.80;0.00;0.00;0;36070.00;0.00;0.00;0.00;0
4-4;13:54:26;21.08;48.87;0.00;0.00;0;36070.00;0.00;0.00;0.00;0
4-4;13:54:29;21.04;49.44;0.00;0.00;0;36070.00;0.00;0.00;0.00;0
4-4;13:54:31;21.07;49.30;0.00;0.00;0;36070.00;0.00;0.00;0.00;0
4-4;13:54:39;21.07;49.59;0.00;0.00;0;36070.00;0.00;0.00;0.00;0
4-4;13:54:42;21.09;49.18;0.00;0.00;0;36070.00;0.00;0.00;0.00;0
4-4;13:54:45;21.10;49.46;0.00;0.00;0;36070.00;0.00;0.00;0.00;0
4-4;13:54:48;21.10;49.72;0.00;0.00;0;36070.00;0.00;0.00;0.00;0
4-4;13:54:50;21.09;49.61;0.00;0.00;0;36070.00;0.00;0.00;0.00;0
4-4;13:54:53;21.08;50.03;0.00;0.00;0;36070.00;0.00;0.00;0.00;0
4-4;13:54:55;21.08;49.96;3.26;0.00;0;36070.00;0.00;476.60;25.30;0
4-4;13:54:56;21.07;49.93;5.61;0.00;762;nan;0.00;505.58;15.27;0
4-4;13:54:57;21.06;49.99;6.65;0.00;762;nan;0.00;499.34;11.62;0
4-4;13:54:59;21.06;50.14;7.16;0.00;758;nan;0.00;495.86;10.51;0
4-4;13:55:00;21.06;51.01;7.40;0.00;758;nan;0.00;495.38;10.20;0
4-4;13:55:02;21.05;50.36;7.53;0.00;761;nan;0.00;495.33;10.05;0
4-4;13:55:03;21.06;50.30;7.58;0.00;763;nan;0.00;493.72;10.01;0
4-4;13:55:04;21.07;50.18;7.58;0.00;763;nan;0.00;493.91;10.00;0
4-4;13:55:06;21.07;50.04;7.58;0.00;767;nan;0.00;494.11;9.98;0
4-4;13:55:09;21.05;49.84;7.58;0.00;770;nan;0.00;494.11;9.98;0
4-4;13:55:10;21.04;49.77;7.59;0.00;770;nan;0.00;494.11;9.98;0
4-4;13:55:11;21.04;49.06;7.59;0.00;773;nan;0.00;494.11;9.98;0
4-4;13:55:13;21.01;48.75;7.57;0.00;775;nan;0.00;494.11;9.98;0
4-4;13:55:14;21.02;48.58;7.55;0.00;775;nan;0.00;494.11;9.98;0
4-4;13:55:16;21.01;47.96;7.55;0.00;776;nan;0.00;494.11;9.98;0
4-4;13:55:17;21.02;48.33;7.56;0.00;779;nan;0.00;494.11;9.98;0
4-4;13:55:18;21.03;48.33;7.57;0.00;781;nan;0.00;494.11;9.98;0
4-4;13:55:20;21.04;48.25;7.58;0.00;784;nan;0.00;494.11;9.98;0
4-4;13:55:21;21.03;48.41;7.57;0.00;784;nan;0.00;489.71;9.98;0
4-4;13:55:22;21.01;48.31;7.55;0.00;785;nan;0.00;437.01;9.98;0
4-4;13:55:24;21.02;48.31;7.54;0.00;788;nan;0.00;320.62;9.98;0
4-4;13:55:25;21.01;48.38;7.55;0.00;790;nan;0.00;151.53;9.98;0
4-4;13:55:27;21.02;48.41;7.55;0.00;791;nan;0.00;63.68;10.00;0
4-4;13:55:28;21.01;48.54;7.57;0.00;791;nan;0.00;24.15;10.01;0
4-4;13:55:29;21.01;48.66;7.57;0.00;793;nan;0.00;10.97;10.01;0
4-4;13:55:31;21.00;49.16;7.55;0.00;795;nan;0.00;6.58;10.04;0
4-4;13:55:32;21.00;49.04;7.55;0.00;797;nan;0.00;4.39;10.04;0
4-4;13:55:34;21.00;49.20;7.55;0.00;797;nan;0.00;4.38;10.05;0
4-4;13:55:35;21.01;48.91;7.56;0.00;799;nan;0.00;4.38;10.05;0
4-4;13:55:36;21.01;49.08;7.57;0.00;802;nan;0.00;4.38;10.05;0
4-4;13:55:38;21.01;48.89;7.56;0.00;804;nan;0.00;4.38;10.05;0
4-4;13:55:39;21.01;48.74;7.55;0.00;806;nan;0.00;4.38;10.05;0
4-4;13:55:41;21.02;48.80;7.54;0.00;806;nan;0.00;4.38;10.05;0
4-4;13:55:42;21.03;48.62;7.55;0.00;809;nan;0.00;4.38;10.05;0
4-4;13:55:43;21.03;48.59;7.56;0.00;811;nan;0.00;4.38;10.05;0
4-4;13:55:45;21.03;48.54;7.56;0.00;813;nan;0.00;4.38;10.05;0
4-4;13:55:46;21.01;47.99;7.56;0.00;816;nan;0.00;4.38;10.05;0
4-4;13:55:48;21.02;48.50;7.55;0.00;816;nan;0.00;4.38;10.08;0
