22:55:59;634.87;0.00;11326.20;0.00;nan;6507.60;27.58;37.17
22:56:29;389.21;-100787764152238080.00;0.00;0.00;nan;3917.60;27.58;36.92
22:56:59;389.21;-100787764152238080.00;0.00;0.00;nan;3917.60;27.57;37.00
22:57:29;389.21;-100787764152238080.00;0.00;0.00;nan;3917.60;27.57;38.53
22:57:59;389.21;-100787764152238080.00;0.00;0.00;nan;3917.60;27.55;36.93
22:58:29;389.21;-100787764152238080.00;0.00;0.00;nan;3917.60;27.58;37.00
22:58:59;389.21;-100787764152238080.00;0.00;0.00;nan;3917.60;27.59;37.52
22:59:29;389.21;-100787764152238080.00;0.00;0.00;nan;3917.60;27.60;37.48
22:59:59;389.21;-100787764152238080.00;0.00;0.00;nan;3917.60;27.64;39.88
23:00:29;389.21;-100787764152238080.00;0.00;0.00;nan;3917.60;27.62;36.77
23:00:59;389.21;-100787764152238080.00;0.00;0.00;nan;3917.60;27.62;37.37
23:01:29;389.21;-100787764152238080.00;0.00;0.00;nan;3917.60;27.62;37.10
23:02:28;2.78;0.00;-0.00;0.00;nan;1832.80;27.58;37.63
23:02:58;399.69;0.00;0.00;0.00;nan;6370.90;27.60;37.21
23:03:55;2.78;0.00;-0.00;0.00;nan;1832.80;27.57;37.21
23:04:25;399.69;0.00;0.00;0.00;nan;6370.90;27.60;36.72
23:04:55;399.69;0.00;0.00;0.00;nan;6370.90;27.64;37.06
23:05:26;399.69;0.00;0.00;0.00;nan;6370.90;27.69;37.04
23:05:56;399.69;0.00;0.00;0.00;nan;6370.90;27.69;36.94
23:06:26;399.69;0.00;0.00;0.00;nan;6370.90;27.74;37.24
23:06:56;399.69;0.00;0.00;0.00;nan;6370.90;27.72;36.89
23:07:26;399.69;0.00;0.00;0.00;nan;6370.90;27.74;37.53
23:07:56;399.69;0.00;0.00;0.00;nan;6370.90;27.89;36.55
23:08:26;399.69;0.00;0.00;0.00;nan;6370.90;27.90;39.81
23:08:56;399.69;0.00;0.00;0.00;nan;6370.90;27.91;38.25
23:09:26;399.69;0.00;0.00;0.00;nan;6370.90;27.88;36.99
23:09:56;399.69;0.00;0.00;0.00;nan;6370.90;27.92;38.67
23:10:45;39.04;0.00;8310232840933051652374528.00;0.00;nan;5325.70;27.92;37.57
23:11:15;102.40;4091445975711744.00;0.00;0.00;nan;6259.00;28.00;35.63
23:11:45;102.40;4091445975711744.00;0.00;0.00;nan;6259.00;27.96;36.52
23:12:15;102.40;4091445975711744.00;0.00;0.00;nan;6259.00;27.93;36.15
23:12:51;290.91;-0.00;-693478686872906414573699989504.00;0.00;15830.84;6144.50;28.15;36.39
23:13:25;290.91;-0.00;-693478686872906414573699989504.00;0.00;15830.84;6144.50;28.30;36.60
23:13:55;378.94;11413708800.00;-16139666594877005784844753369093373952.00;0.00;nan;6348.60;28.41;35.87
23:14:56;290.91;-0.00;-693478686872906414573699989504.00;0.00;15830.84;6144.50;28.63;37.29
23:15:26;378.94;11413708800.00;-16139666594877005784844753369093373952.00;0.00;nan;6348.60;28.73;35.62
23:15:56;378.94;11413708800.00;-16139666594877005784844753369093373952.00;0.00;nan;6348.60;28.82;35.21
23:16:59;378.94;11413708800.00;-16139666594877005784844753369093373952.00;0.00;nan;6348.60;28.94;34.63
23:17:29;378.94;11413708800.00;-16139666594877005784844753369093373952.00;0.00;nan;6348.60;28.92;35.37
23:18:10;39.04;0.00;8310232840933051652374528.00;0.00;nan;5325.70;28.95;34.83
23:18:40;102.40;4091445975711744.00;0.00;0.00;nan;6259.00;28.83;36.21
23:19:10;102.40;4091445975711744.00;0.00;0.00;nan;6259.00;28.74;36.89
23:19:40;102.40;4091445975711744.00;0.00;0.00;nan;6259.00;28.68;40.27
23:20:10;102.40;4091445975711744.00;0.00;0.00;nan;6259.00;28.64;35.75
61-2;23:51:43;27.60;36.52;634.86;0.00;2.48;0;-169560818697269194078447206400.00;0.00;4911.80;0
61-2;23:52:13;27.70;35.83;634.86;0.00;0.00;0;-169560818697269194078447206400.00;0.00;4911.80;0
61-2;23:53:15;27.81;36.13;391.76;0.00;nan;0;10833.53;0.00;4355.90;0
61-2;23:53:45;27.87;35.86;391.76;0.00;0.00;0;10833.53;0.00;4355.90;0
61-2;23:54:15;27.86;35.70;391.76;0.00;2.48;0;10833.53;0.00;4355.90;0
61-2;23:54:45;27.79;35.83;391.76;0.00;2.48;0;10833.53;0.00;4355.90;0
61-2;23:55:15;27.76;35.60;391.76;0.00;2.48;0;10833.53;0.00;4355.90;0
61-2;23:55:45;27.72;35.88;391.76;0.00;0.00;0;10833.53;0.00;4355.90;0
61-2;23:56:15;27.64;35.94;391.76;0.00;2.48;0;10833.53;0.00;4355.90;0
61-2;23:56:45;27.61;36.14;391.76;0.00;2.48;0;10833.53;0.00;4355.90;0
61-2;23:57:15;27.60;35.99;391.76;0.00;0.00;0;10833.53;0.00;4355.90;0
61-2;23:57:46;27.61;36.05;391.76;0.00;0.00;0;10833.53;0.00;4355.90;0
61-2;23:58:16;27.61;36.05;391.76;0.00;nan;0;10833.53;0.00;4355.90;0
61-2;23:58:46;27.58;36.09;391.76;0.00;2.48;0;10833.53;0.00;4355.90;0
61-2;23:59:16;27.61;36.02;391.76;0.00;2.48;0;10833.53;0.00;4355.90;0
61-2;23:59:46;27.62;36.15;391.76;0.00;2.48;0;10833.53;0.00;4355.90;0
