68-1;00:00:51;12.91;100.00;7.81;9.39;590;18.58;13.36;299.70;8.06;0
68-1;00:01:51;12.91;100.00;7.81;9.40;591;17.07;13.23;299.70;8.06;0
68-1;00:02:51;12.90;100.00;7.81;9.40;591;17.07;12.56;299.70;8.06;0
68-1;00:03:51;12.90;100.00;7.82;9.37;590;18.58;14.85;299.93;8.03;0
68-1;00:04:51;12.89;100.00;7.82;9.38;590;18.58;14.73;299.82;8.05;0
68-1;00:05:51;12.88;100.00;7.81;9.40;591;17.07;14.32;299.70;8.06;0
68-1;00:06:51;12.88;100.00;7.81;9.38;591;17.07;14.25;300.05;8.02;0
68-1;00:07:51;12.89;100.00;7.82;9.41;591;17.07;12.23;300.05;8.02;0
68-1;00:08:51;12.87;100.00;7.81;9.38;591;17.07;13.41;299.93;8.03;0
68-1;00:09:51;12.87;100.00;7.81;9.37;590;18.58;14.46;299.93;8.03;0
68-1;00:10:51;12.86;100.00;7.81;9.41;591;17.07;14.20;299.93;8.03;0
68-1;00:11:51;12.86;100.00;7.82;9.38;591;17.07;13.52;299.82;8.03;0
68-1;00:12:51;12.85;100.00;7.82;9.41;591;17.07;13.32;300.05;8.02;0
68-1;00:13:51;12.85;100.00;7.81;9.43;591;17.07;13.49;300.17;8.01;0
68-1;00:14:51;12.85;100.00;7.81;9.39;590;18.58;14.79;300.05;8.02;0
68-1;00:15:51;12.85;100.00;7.81;9.41;591;17.07;13.88;300.17;7.99;0
68-1;00:16:51;12.84;100.00;7.81;9.41;590;18.58;14.20;300.17;7.99;0
68-1;00:17:51;12.83;100.00;7.81;9.36;591;17.07;13.24;300.28;7.99;0
68-1;00:18:51;12.84;100.00;7.81;9.42;591;17.07;14.02;300.28;7.99;0
68-1;00:19:51;12.83;100.00;7.82;9.39;591;17.07;14.57;300.17;8.01;0
68-1;00:20:51;12.83;100.00;7.82;9.41;591;17.07;14.24;300.40;7.98;0
68-1;00:21:51;12.82;100.00;7.82;9.35;591;17.07;14.31;300.40;7.98;0
68-1;00:22:51;12.82;100.00;7.81;9.41;591;17.07;14.56;300.28;7.99;0
68-1;00:23:51;12.80;100.00;7.81;9.39;591;17.07;14.02;300.17;8.01;0
68-1;00:24:51;12.81;100.00;7.82;9.38;591;17.07;13.82;300.40;7.98;0
68-1;00:25:51;12.80;100.00;7.81;9.42;591;17.07;13.42;300.28;7.99;0
68-1;00:26:51;12.80;100.00;7.81;9.43;591;17.07;14.34;300.40;7.98;0
68-1;00:27:51;12.80;100.00;7.82;9.39;591;17.07;12.88;300.40;7.98;0
68-1;00:28:51;12.79;100.00;7.81;9.41;591;17.07;13.21;300.40;7.98;0
68-1;00:29:51;12.79;100.00;7.82;9.44;591;17.07;12.96;300.40;7.98;0
68-1;00:30:51;12.77;100.00;7.80;9.35;592;15.63;13.67;300.40;7.98;0
68-1;00:31:51;12.78;100.00;7.80;9.42;591;17.07;12.94;300.40;7.98;0
68-1;00:32:51;12.77;100.00;7.82;9.42;590;18.58;13.59;300.40;7.98;0
68-1;00:33:51;12.78;100.00;7.82;9.38;591;17.07;12.60;300.40;7.98;0
