68-1;00:00:56;8.90;100.00;7.84;9.20;596;10.63;15.88;313.75;7.13;0
68-1;00:01:56;8.90;100.00;7.84;9.22;596;10.63;16.61;313.75;7.13;0
68-1;00:02:56;8.89;100.00;7.83;9.26;595;11.78;15.42;313.75;7.13;0
68-1;00:03:56;8.90;100.00;7.84;9.21;596;10.63;16.55;313.75;7.13;0
68-1;00:04:56;8.89;100.00;7.84;9.22;596;10.63;17.31;313.75;7.13;0
68-1;00:05:56;8.90;100.00;7.84;9.22;595;11.78;16.43;313.75;7.13;0
68-1;00:06:56;8.90;100.00;7.84;9.22;595;11.78;15.83;313.75;7.13;0
68-1;00:07:56;8.89;100.00;7.84;9.20;596;10.63;15.79;313.75;7.13;0
68-1;00:08:56;8.89;100.00;7.84;9.18;596;10.63;16.78;313.75;7.13;0
68-1;00:09:56;8.91;100.00;7.83;9.20;595;11.78;15.78;313.75;7.13;0
68-1;00:10:56;8.90;100.00;7.84;9.22;596;10.63;16.45;313.75;7.13;0
68-1;00:11:56;8.89;100.00;7.84;9.18;596;10.63;15.48;313.75;7.13;0
68-1;00:12:56;8.91;100.00;7.84;9.19;596;10.63;15.27;313.75;7.13;0
68-1;00:13:56;8.90;100.00;7.84;9.18;595;11.78;16.32;313.75;7.13;0
68-1;00:14:56;8.90;100.00;7.84;9.21;596;10.63;15.69;313.75;7.13;0
68-1;00:15:56;8.90;100.00;7.84;9.21;596;10.63;16.18;313.75;7.13;0
68-1;00:16:56;8.91;100.00;7.84;9.17;596;10.63;15.68;313.75;7.13;0
68-1;00:17:56;8.90;100.00;7.85;9.17;596;10.63;16.61;313.75;7.13;0
68-1;00:18:56;8.90;100.00;7.84;9.23;597;9.56;16.21;313.75;7.13;0
68-1;00:19:56;8.90;100.00;7.84;9.22;596;10.63;15.28;313.75;7.13;0
68-1;00:20:56;8.89;100.00;7.85;9.21;596;10.63;14.95;313.75;7.13;0
68-1;00:21:56;8.90;100.00;7.84;9.22;596;10.63;15.65;313.75;7.13;0
68-1;00:22:56;8.90;100.00;7.84;9.20;596;10.63;15.64;313.75;7.13;0
68-1;00:23:56;8.90;100.00;7.84;9.24;596;10.63;15.97;313.75;7.13;0
68-1;00:24:56;8.90;100.00;7.84;9.22;596;10.63;15.90;313.75;7.13;0
68-1;00:25:56;8.90;100.00;7.84;9.21;596;10.63;16.01;313.75;7.13;0
68-1;00:26:56;8.91;100.00;7.84;9.21;596;10.63;15.44;313.75;7.13;0
68-1;00:27:56;8.89;100.00;7.84;9.20;596;10.63;16.05;313.75;7.13;0
68-1;00:28:56;8.89;100.00;7.84;9.22;596;10.63;15.47;313.87;7.12;0
68-1;00:29:56;8.90;100.00;7.84;9.19;595;11.78;16.42;313.75;7.13;0
68-1;00:30:56;8.89;100.00;7.84;9.24;596;10.63;16.11;313.87;7.12;0
68-1;00:31:56;8.90;100.00;7.84;9.21;596;10.63;16.47;314.00;7.11;0
68-1;00:32:56;8.90;100.00;7.84;9.22;596;10.63;15.61;313.87;7.13;0
68-1;00:33:56;8.89;100.00;7.84;9.20;596;10.63;15.22;313.75;7.13;0
68-1;00:34:56;8.89;100.00;7.84;9.23;596;10.63;16.57;314.00;7.11;0
68-1;00:35:56;8.91;100.00;7.84;9.22;596;10.63;15.26;313.87;7.12;0
68-1;00:36:56;8.89;100.00;7.84;9.21;596;10.63;16.44;313.87;7.12;0
68-1;00:37:56;8.89;100.00;7.84;9.22;596;10.63;16.39;314.00;7.09;0
68-1;00:38:56;8.89;100.00;7.84;9.22;596;10.63;15.64;314.12;7.09;0
68-1;00:39:56;8.90;100.00;7.84;9.23;596;10.63;16.10;314.00;7.11;0
68-1;00:40:56;8.90;100.00;7.84;9.19;596;10.63;15.46;313.87;7.12;0
68-1;00:41:56;8.89;100.00;7.84;9.23;597;9.56;16.10;314.00;7.11;0
68-1;00:42:56;8.90;100.00;7.84;9.25;596;10.63;14.92;313.87;7.11;0
68-1;00:43:56;8.88;100.00;7.84;9.20;596;10.63;15.34;314.00;7.12;0
68-1;00:44:56;8.90;100.00;7.84;9.19;596;10.63;15.71;314.00;7.11;0
68-1;00:45:56;8.90;100.00;7.84;9.21;596;10.63;15.50;314.00;7.11;0
68-1;00:46:56;8.90;100.00;7.84;9.22;597;9.56;16.58;314.00;7.11;0
68-1;00:47:56;8.89;100.00;7.84;9.19;596;10.63;16.20;313.75;7.13;0
68-1;00:48:56;8.89;100.00;7.83;9.19;597;9.56;15.18;314.00;7.09;0
68-1;00:49:56;8.89;100.00;7.84;9.18;597;9.56;16.72;314.00;7.11;0
68-1;00:50:56;8.89;100.00;7.84;9.19;596;10.63;15.57;314.12;7.09;0
68-1;00:51:56;8.90;100.00;7.84;9.20;596;10.63;17.23;314.24;7.08;0
68-1;00:52:56;8.89;100.00;7.84;9.18;596;10.63;14.93;314.36;7.07;0
68-1;00:53:56;8.89;100.00;7.84;9.15;596;10.63;15.94;314.12;7.09;0
68-1;00:54:56;8.90;100.00;7.84;9.20;597;9.56;14.41;314.12;7.09;0
68-1;00:55:56;8.90;100.00;7.84;9.18;597;9.56;15.94;314.24;7.08;0
68-1;00:56:56;8.89;100.00;7.84;9.19;596;10.63;16.40;314.00;7.11;0
68-1;00:57:56;8.89;100.00;7.84;9.21;595;11.78;16.27;314.12;7.09;0
68-1;00:58:56;8.90;100.00;7.83;9.18;596;10.63;15.47;313.87;7.11;0
68-1;00:59:56;8.88;100.00;7.84;9.20;597;9.56;16.09;314.36;7.07;0
68-1;01:00:56;8.90;100.00;7.84;9.19;596;10.63;16.72;316.95;7.08;0
68-1;01:01:56;8.90;100.00;7.84;9.20;596;10.63;15.54;313.87;7.12;0
68-1;01:02:56;8.89;100.00;7.83;9.19;596;10.63;15.69;314.24;7.09;0
68-1;01:03:56;8.90;100.00;7.83;9.20;596;10.63;15.39;314.24;7.08;0
68-1;01:04:56;8.89;100.00;7.84;9.20;596;10.63;14.79;316.83;7.09;0
68-1;01:05:56;8.90;100.00;7.83;9.23;595;11.78;14.72;316.95;7.08;0
